web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576041801-17158","https://losestudiantes.co/","Mario Barrero FajardoLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/mario-barrero-fajardo","EL MEJOR PROFESOR DEL MUNDO
la clasa es muy interesante, habla super fluido y todas las clases son entretenidas Pros: no toma lista 
pone notas altas 
aprende muchoCons: mucho trabajo en grupo","5"
"1576041773-17048","https://losestudiantes.co/","Juan Felipe Castro MaldonadoLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/juan-felipe-castro-maldonado","Es el peor profesor que me ha tocado, siempre se basa en la primera nota que sacaste, y aparte de eso, aunque tengas buena escritura, si a él no le gusta como escribes te coloca mala nota, un amigo con premio de escritura del externado sacaba notas de 3.5 que era de esperarse.Pros: Ninguno, malagente y creído Cons: Siempre te va a colocar la misma nota","1.5"
"1576041787-17097","https://losestudiantes.co/","Maria Candida FerreiraLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/maria-candida-ferreira","Por favor, no más profesores tan mediocres como Cándida. Le importa cero que uno aprenda, no quiere escuchar a sus estudiantes y tras del hecho de no saber hablar español dice que no lo hace porque eso implicaría perder su identidad. ¡Qué carajos quiere decir eso! Yo estoy muy decepcionada del departamento de literatura. No es la primera vez que hay quejas generalizadas del poco interés que tiene Cándida en sus clases y en el mal uso que ella hace de las recomendaciones que le hacen los estudiantes.  Pros: Es muy querida pero pésima docente. Cons: No sé qué le sucede pero no está interesada en sus clases o no parece.","1"
"1576041813-17214","https://losestudiantes.co/","Camilo Ernesto Hernandez CastellanosLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/camilo-ernesto-hernandez-castellanos","Latinoaméricana tres es una materia obligatoria. tanto para el profesor como para los estudiantes. Camilo no esconde que no se siente comodo dictando una materia tan canónica peor eso puede ser una ventaja porque trata de trabajar autores y textos fuera del canón. Para mi esta fue una clase complicada pero uno aprende a escribir y a leer con camilo más rapido que con otros profesores porque el truco está en hacerle las cosas con calma y sencillas. Yo recomiendo no escoger temas super complicados ni usar vocabulario academíco por montones. Si uno le entrega un ensayo sobre lo que le llamo la atención de un libro o un aporte y le dedica dos noches deja el trabajo en más de cuatro. La clase depende mucho de los estudiantes porque Camilo se agarra de ahí para discutir el texto. Los parciales son sencillos pero requieren trabajo. minímo hay que leer los libros e ir a clase. deja sacar apuntes y computador. Pros: Trata de salirse del canón
No es una clase altisonante y pomposa que solo super académicos puedan entender.
El material es acorde con lo que pretende el programa y estan varios textos muy buenos e interesantes. Cons: Depende mucho de la calidad de las participaciones.
Se ponen textos muy largos que no se terminan de leer ni de trabajar.","4.5"
"1576041765-17030","https://losestudiantes.co/","Mario Alberto Dominguez TorresLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/mario-alberto-dominguez-torres","Mario es un profesor con el que toca trabajar bastante. Le gusta dejar talleres que suelen ser un poco tediosos y quitan tiempo. Como persona es amable y dedicado con su clase. Se toma el tiempo para preparar sus clases,  leer a profundidad los trabajos y dar comentarios muy pertinentes para mejorar los escritos. Si uno quiere pasar español sin esforzarse probablemente Mario no es la mejor opción, pero si se quiere aprender y mejorar como escritor él puede ayudarte bastante.Pros: Dedicado y dispuesto a ayudar.Cons: Muchos talleres.","4.5"
"1576041821-17258","https://losestudiantes.co/","Ivonne Andrea Alonso MondragonLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/ivonne-andrea-alonso-mondragon","Buena profesora, intenta hacer las clases interesantes y entretenidas, hace que los alumnos participen. A veces es un poco quisquillosa con los celulares y las llegadas tarde (no deja entrar después de 15 minutos de haber comenzado la clase). Califica justo y da las notas a tiempoPros: Buena profesora
explica bien
puntual
califica justoCons: Quita celulares
no deja entrar despues de 15 minutos de retardo","4.7"
"1576041818-17248","https://losestudiantes.co/","David SolodkowLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/david-solodkow","La temática de la clase es  muy interesante, además las lecturas no son tan largas y son entretenidas de leer, en ocasiones la clase se vuelve un poco monótona. Cons: Hace comentarios un poco ofensivos.","4"
"1576041765-17017","https://losestudiantes.co/","Mario Alberto Dominguez TorresLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/mario-alberto-dominguez-torres","Este profesor es malísimo, durante las clases solo se basa en las diapositivas y hace talleres. Raja a todo el mundo sin importar lo que se, hasta en los talleres había gente que sacaba 2. Todas la demás clases de español llevaban la clase de español por encima de 3.5 mínimo mientras que con el la mayoría del salón la íbamos perdiendo.Pros: NingunosCons: Raja a todo el mundo","1.5"
"1576041830-17310","https://losestudiantes.co/","Santiago Navarrete AstorquizaLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/santiago-navarrete-astorquiza","Santiago es un buen profesor, a veces las clases tienen las mismas dinámicas pero los temas son interesantes y variados, por eso no me pareció que hubiera monotonía en el curso, además se aprenden muchas cosas, en verdad, muchas tanto para la universidad como para la vida en general y se nota que conoce muy bien todos los contenidosPros: Es joven y se comunica bien con sus estudiantes, clases interesantesCons: Toma asistencia todss las clases","5"
"1576041762-17016","https://losestudiantes.co/","Andrea Lozano VasquezLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/andrea-lozano-vasquez","Andrea es, sin lugar a dudas, la mejor profesora del departamento. Tener clase con ella es un privilegio. Es una profesora absolutamente apasionada y dedicada. Es exigente, clara, organizada y da lo mejor de sí misma en cada clase.
Concuerdo al decir que con Andrea hay garantía de excelentes clases y aprendizajes valiosos. Mi experiencia personal fue muy gratificante, mi horizonte de expectativas se expandió y mis conocimientos se afianzaron. 

Explica con detalle. Es respetuosa y muy justa en cuanto a la valoración académica de sus estudiantes.
Pros: Domina completamente los temas.
Proporciona muy buenas herramientas y textos. 
Sus clases son muy interesantes. Contenido valioso, mucho aprendizaje.","5"
"1576041784-17083","https://losestudiantes.co/","Nicolas Felipe Rueda ReyLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/nicolas-felipe-rueda-rey","El profesor se esmera por que sus estudiantes participen y aprendan lo necesario para hacer buenos textos. La mayoría de clases hay actividades en grupo que conciernen las necesidades de los estudiantes. Para cada texto hace una coevaluacion entre estudiantes, dando la oportunidad de mejora previo a la entrega de los trabajos. Sus comentarios en las calificaciones aportan al desarrollo de las habilidades personales. Siempre está atento a dudas por cualquier medio y entiende cuando hay inconvenientes.Pros: Coevaluaciones
Temas variados
Retroalimentación personal y grupal","4"
"1576041765-17027","https://losestudiantes.co/","Mario Alberto Dominguez TorresLiteratura","https://losestudiantes.co/universidad-de-los-andes/literatura/profesores/mario-alberto-dominguez-torres","Ayy lo peor, manda demasiados trabajos, es super grosero y no le importa que uno no sepa. Pros: se sabe el nombre de unoCons: se sabe el nombre de uno","1"
