web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576041377-16108","https://losestudiantes.co/","Oscar Alberto Alvarez SolanoIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/oscar-alberto-alvarez-solano","Sus clases son muy divertidas y dinámicas, inclusive sus parciales son graciosos. Aprendes bastante y propone muchas oportunidades para subir la nota. Pros: Amable y divertido.Cons: A algunas personas les molesta que sea montador.","5"
"1576041305-16089","https://losestudiantes.co/","Andres Felipe Castro MendezIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/andres-felipe-castro-mendez","Extremadamente prepotente, siempre tiene que tener la razón.","1.5"
"1576041270-15995","https://losestudiantes.co/","Jorge Mario Gomez RamirezIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/jorge-mario-gomez-ramirez","El tipo se ganó totalmente mi respeto. Aún si me hubiera tirado la materia no importa porque aprendí muchísimo. Es bastante organizado, y cuando digo bastante me refiero rozando a lo psicorrígido. Sin embargo preguntarle algo en clase o responder algo mal es una ruleta rusa, porque puede que te trate bien y te responda amablemente o puede que te tr...
Leer más...Pros: Si se le acaba un marcador intenta encestarlo en la caneca. Si lo hace, todos los que fueron ese día tienen un quiz en 5
Chistes pendejos pero igual uno se ríe
Los de la complementaria son lo mejor que existe
Si vas a revisar siempre tus notas con los monitores, es probable que puedas subirlas.Cons: La complementaria tenía hasta más carga que la misma magistral.
Cuando el tipo está de malas, está de malas.
Puede mandar alguna inconsistencia en los parciales y a uno le toca justificar.","4.2"
"1576041296-16061","https://losestudiantes.co/","Diego Camilo Pradilla RaguaIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/diego-camilo-pradilla-ragua","Pros: Está siempre dispuesto en ayudar.
Explica muy bien y en los parciales no sale nada q no haya explicado","4"
"1576041305-16090","https://losestudiantes.co/","Andres Felipe Castro MendezIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/andres-felipe-castro-mendez","Es demasiado prepotente y grosero","1.5"
"1576041377-16116","https://losestudiantes.co/","Oscar Alberto Alvarez SolanoIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/oscar-alberto-alvarez-solano","Oscar es un profesor divertido y creativo que emplea una metodología muy diferente pero que funciona pues exige que los estudiantes se motiven a trabajar y leer fuera de clase. He escuchado gente que dice que no aprende nada, pero me parece que es algo muy personal y que el profesor es muy bueno en lo que hace indiscutiblemente. La cantidad de opor...
Leer más...Pros: -Cantidad absurda de bonos
-Clase amena
-Sabe mucho y es abierto a preguntasCons: -Es muy estricto con el tiempo, aunque eso finalmente es para enseñarnos","4.5"
"1576041270-16020","https://losestudiantes.co/","Jorge Mario Gomez RamirezIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/jorge-mario-gomez-ramirez","Este profesor  es demasiado inteligente, tiene un orden impecable en el tablero y sabe que esa es la magia de está clase, él mismo dice que si fuera desorganizado ninguno le entendería porque no podría seguir el hilo, en cierta forma, te hace adquirir una lógica y un orden para desarrollar los ejercicios. Sin embargo, la mayoria de temas de esta clase se tienen que aprender por su cuenta, uno en clase ve ejercicios sencillos de vez en cuando algunos medio complicados, pero realmente uno aprende es haciendo los talleres de la complementaria. Igualmente, a veces los parciales dependen de su estado de ánimo, en el segundo parcial, mando un parcial muy trabajable pero nunca había explicado un ejercicio de este tipo, la mayoría terminamos confundidos, eso lo remedio con un bono y calificando algo suave. No obstante, los parciales sí deberian ser más acordes a lo que explica.
Lo ame y ame su clasePros: Es demasiado organizado
Muy inteligente
Chistes malos para mantener despierta a la clase
Reflexiones de ética y acerca de la profesión :( ""Lo más importante no es entrar a la planta sino salir"" Gomez. J. (2018) ) :v
Deja buenas bases para cursos como ""Termo""Cons: A veces puede llegar a responder un poco grosero pero quizá no lo hace con intención, es su forma de ser
Parciales logrables pero largos 
Matrices de calificación muy fuertes","4"
"1576041270-16004","https://losestudiantes.co/","Jorge Mario Gomez RamirezIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/jorge-mario-gomez-ramirez","Es bueno explicando y muy organizado. 
Utiliza el tablero y facilita la comprensión de los temas.
Los parciales son pasables porque los saca del reklaitis pero nunca se sabe que va a preguntar.
Puede llegar a ser grosero e irónico con algunos estudiantes Pros: explica bienCons: grosero en algunas ocasiones","4"
"1576041310-16095","https://losestudiantes.co/","Alejandro Abel Sabbagh MacielIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/alejandro-abel-sabbagh-maciel","siempre esta dispuesto a ayudar y a resolver dudas","5"
"1576041276-16030","https://losestudiantes.co/","Felipe Salcedo GalanIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/felipe-salcedo-galan","Pros: Parciales acordes al libro (en la mayoría de los casos)
Califica justamente (da puntos parciales, etc).
Gracias a los proyectos pasar la materia es un poco más fácil
Cons: La materia se pasa estudiando con el libro, en clase no muchas veces se hacen aportes importantes","3.5"
"1576041394-16141","https://losestudiantes.co/","Nicolas Rios RatkovichIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/nicolas-rios-ratkovich","En el semestre que la vi, la clase no fue únicamente diapositivas. Al contrario, me parece que la metodología que tiene funciona muy bien para la primera parte del curso (Matlab). Explica bien, hace ejercicios, deja tareas que sirven mucho para estudiar para los parciales. Sin embargo, en la parte de CFD va a toda y no le importa que los estudiante...
Leer más...Pros: La parte de Matlab es muy chevere Cons: Grosero, no se le entiende nada de lo que explica de CFD, no le importa si los estudiantes entienden o no.","2"
"1576041270-16024","https://losestudiantes.co/","Jorge Mario Gomez RamirezIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/jorge-mario-gomez-ramirez","Sus clases son lo más ordenado y pulcro que pueda haber. Tiene un buen método para explicar, es simple, los temas los hace amenos de entender, aunque no sabría decir si esto es debido al proceder del profesor o por la naturaleza de la materia. De todos modos, es primordial estudiar por cuenta propia y practicar resolviendo ejercicios de todos los tipos posibles ya que generalmente en clase solo alcanza a exponer los ejemplos más generales. Más que quizes, hace talleres los cuales son de una gran ayuda al estudiante para afianzar lo visto en la teoría. En definitiva, se nota que le gusta su trabajo, en ocasiones dejaba de lado brevemente la clase para dar consejos que iban más allá de lo académico, sino de lo personal, ético, profesional o 
 de vida en general como ingeniero Químico. Esto, como estudiante, me resultaba muy grato.Pros: -Clase ordenada y amena de entender.
-consejos más allá de lo académicoCons: -Parciales extremos.
-Chistes malos.
-Egocéntrico.","4.5"
"1576041303-16085","https://losestudiantes.co/","Andres Fernando Gonzalez BarriosIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/andres-fernando-gonzalez-barrios","Andrés explica muy bien, además te da herramientas para que puedas aprender más cosas sobre el tema. Aveces da chistes bobos pero igual me río jaja","4.3"
"1576041419-16145","https://losestudiantes.co/","Pablo OrtizIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/pablo-ortiz","Aunque sin duda este profesor tiene un manejo muy bueno de los temas que explica, cree que por esto mismo no tiene necesidad de preparar las clases, literalmente llega a pasar diapositivas y a pensar que se le ocurre en cada una de ellas, y al final de la clase deja un taller. Es de esas personas o que odias por su actitud o adoras por lo mismo, personamente pienso que nada justifica que seas tan altivo y grosero con los estudiantes, si un estudiante no entiende que explique que para eso es profesor, Si logras acomodarte a su actitud puedes llegar a disfrutar la clase. No llego tarde un sólo día, pero era MUUUY demorado con las notas. Califica bastante duro y es de esas personas que solo le importa el número y ya, tu le puedes demostrar en todo el parcial que sabes lo que estas haciendo y si el número no esta bien, tienes 0 de una, es super respuestero.","3.2"
"1576041377-16101","https://losestudiantes.co/","Oscar Alberto Alvarez SolanoIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/oscar-alberto-alvarez-solano","De verdad es el mejor profesor que puede existir, sus clases son muy dinámicas y entretenidas y ademas de que deja muy bien explicados todos los temas y responde con calma cualquier pregunta que uno le haga. Como director del departamento es obvio que maneja muy bien la temática y es un muy buen abrebocas de lo que es una materia de ingeniería química en serio. Con la cantidad de bonos que hace y la manera en que evalua es muy facil dejarla alta, inclusive si para el 30% usted la lleva casi perdida. Pros: Enseña muy bien, es divertido, abierto a preguntas, te pone a innovar desde un principio y es sumamente organizadoCons: nada","5"
"1576041296-16075","https://losestudiantes.co/","Diego Camilo Pradilla RaguaIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/diego-camilo-pradilla-ragua","Buen profesor que enfatiza mucho en la parte ética que deberíamos tener en general todos los ciudadanos. Pros: Explica claramente.","4.1"
"1576041296-16077","https://losestudiantes.co/","Diego Camilo Pradilla RaguaIngeniería Química","https://losestudiantes.co/universidad-de-los-andes/ingenieria-quimica/profesores/diego-camilo-pradilla-ragua","Pros: Además de explicar los conceptos de la clase trata de formar al estudiante en valores
Hace simulacros antes de los parciales.
Hace talleres que te preparan para los parciales.
Su horario de atención es muy flexivoCons: Aveces puede llegar a ser arrogante","4.3"
